Misc_PD,Kickoffs_Lg,Extra Points_Pct,Passing_Att,Res,Punts_Blk,Kickoff Returns_Yds,Receiving_Tar,Punt Returns_Yds,Field Goals_Lg,Lg,Passing_Sack,Punt Returns_Lg,Receiving_Rec,Kickoff Returns_Num,Passing_Loss,Touchdowns_P,Opponent Returns_RYds,Punt Returns_Avg,Rushing_TD,Passing_Cmp,Recoveries_Own,Passing_Int,Interceptions_TD,Punts_Lg,Kickoffs_OB,Opp. Returns_TD,Touchdowns_IR,Kickoffs_TB,Kickoffs_TBLZ,Punt Returns_Num,Kickoff Returns_TD,Field Goals_50+,Punt Returns_FC,Punts_Yds,Field Goals_20-29,Sacks_Sack,Kickoff Returns_Lg,Rushing_Gain,Rushing_Att,Kickoff Returns_FC,Field Goals_FGA,Opp. Returns_RYds,Passing_Pct,Opponent Returns_Ret,Punt Returns_TD,Opponent Returns_TD,Passing_YPA,Date,Touchdowns_R,Tackles_Ast,Kickoffs_Avg,Misc_QBH,Recoveries_Opp,Field Goals_FGM,Rushing_Avg,Punts_50+,Punts_Avg,Passing_Yds,Field Goals_0-19,Kickoffs_Yds,Interceptions_Int,Returns_Yds,Punts_Net,Rushing_FD,Touchdowns_PR,Passing_Int%I%,Receiving_20+,Pts,Field Goals_30-39,Passing_Rate,Punts_In20,Extra Points_XPA,Returns_TD,Kicking_PAT,Field Goals_40-49,Fumbles_Fum,Fumbles_Forced,Receiving_FD,Receiving_TD,Rushing_Yds,Kickoffs_Num,Interceptions_Lg,Kickoffs_Short,Punts_Dwn,Field Goals_Pct,Recoveries_Tot,Passing_FD,Touchdowns_KR,Tackles_Solo,Rushing_Loss,Opp. Returns_Ret,Receiving_Avg,Kickoff Returns_Avg,Opp,Touchdowns_Tot,Fumbles_Lost,Misc_Pts,Passing_20+,Receiving_YAC,Extra Points_XPM,Punts_TB,Receiving_Yds,Onside Kicks_OSR,Passing_TD%T%,Tackles_Tot,Punts_FC,Passing_TD,Misc_Saf,Punts_Num,Kicking_FG,Sacks_YdsL,Receiving_Lg,Interceptions_Avg,Team,Punts_OB,Onside Kicks_OSK,Passing_Lg,Interceptions_Yds,Rushing_Lg,Touchdowns_FR,Kickoffs_In20,Rushing_10+,Player_Name,Misc_Conv
--,,,,"L, 21-13",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/18/18,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,vs CIN,,,,,,,,,,,5,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 27-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,08/26/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs ARI,,,,,,,,,,,1,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
,,,,"L, 14-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/30/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
--,,,,"L, 16-8",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/09/18,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,@ CAR,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 20-13",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/16/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs NYG,,,,,,,,,,,1,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 24-13",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/23/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,6,,,,,@ SEA,,,,,,,,,,,6,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 26-24",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/30/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs DET,,,,,,,,,,,1,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 19-16",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/07/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,@ HOU,,,,,,,,,,,4,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 40-7",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/14/18,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs JAX,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 20-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/21/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ WAS,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 28-14",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/05/18,,2,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs TEN,,,,,,,,,,,4,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 27-20",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/11/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ PHI,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 22-19",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,11/18/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ ATL,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 31-23",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,11/22/18,,0,,--,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,vs WAS,,,,,,,,,,,4,,,,,,7.0,,1.00,DAL,,,,1,,,,,Anthony Brown,
--,,,,"W, 13-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,11/29/18,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs NO,,,,,,,,,,,3,,,,,,8.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 29-23",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/09/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs PHI,,,,,,,,,,,1,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 23-0",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/16/18,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ IND,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
,,,,"W, 27-20",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/23/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
--,,,,"W, 36-35",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,12/30/18,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,@ NYG,,,,,,,,,,,2,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"W, 24-22",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/05/19,,0,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs SEA,,,,,,,,,,,1,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
--,,,,"L, 30-22",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,01/12/19,,1,,--,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ LA,,,,,,,,,,,4,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
,,,,"L, 24-21",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/09/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ SF,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 21-13",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/18/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs CIN,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 27-3",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,08/26/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs ARI,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 14-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/30/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 16-8",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/09/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ CAR,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 20-13",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/16/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NYG,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 24-13",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/23/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ SEA,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 26-24",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,09/30/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs DET,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 19-16",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/07/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ HOU,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 40-7",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/14/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs JAX,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 20-17",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,10/21/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ WAS,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 28-14",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/05/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs TEN,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 27-20",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/11/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ PHI,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 22-19",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/18/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ ATL,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 31-23",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/22/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs WAS,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 13-10",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11/29/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs NO,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 29-23",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/09/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs PHI,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 23-0",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/16/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ IND,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 27-20",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/23/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 36-35",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12/30/18,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ NYG,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"W, 24-22",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,01/05/19,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,vs SEA,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 30-22",,,,,,NFL,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,01/12/19,0,,,,,,,,,,,,,,,,0,,,,,,,,,0/0,,,,,,,,,,,,,,0,,,,,,@ LA,0,,0,,,,,,,,,,,0,,0/0,,,,DAL,,,,,,0,,,Anthony Brown,0
,,,,"L, 24-21",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ SF,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 21-13",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/18/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs CIN,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 27-3",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,08/26/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs ARI,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 14-6",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/30/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ HOU,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 16-8",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/09/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ CAR,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 20-13",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/16/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs NYG,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 24-13",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/23/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ SEA,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 26-24",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,09/30/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs DET,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 19-16",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,0,,,,,,,,@ HOU,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 40-7",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/14/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs JAX,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 20-17",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10/21/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ WAS,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 28-14",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/05/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs TEN,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-20",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/11/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ PHI,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 22-19",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ ATL,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 31-23",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/22/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs WAS,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 13-10",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs NO,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 29-23",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/09/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs PHI,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 23-0",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/16/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ IND,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-20",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/23/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs TB,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 36-35",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12/30/18,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ NYG,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 24-22",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/19,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,vs SEA,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 30-22",,,,,,NFL,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/19,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,,,,,0,,,,,,,,@ LA,,0,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"L, 17-7",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/13/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ DEN,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 32-18",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/20/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@ LAC,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
,,,,"W, 27-26",,,,,,NFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vs SEA,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,,,Anthony Brown,
0,,,,"L, 19-3",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/11/22,,2,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,5,,,,,vs TB,,,,,,,,,,,7,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
1,,,,"W, 20-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/18/22,,2,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,vs CIN,,,,,,,,,,,6,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
1,,,,"W, 23-16",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,09/26/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,7,,,,,@ NYG,,,,,,,,,,,7,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
0,,,,"W, 25-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/02/22,,2,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,vs WAS,,,,,,,,,,,4,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
0,,,,"W, 22-10",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/09/22,,2,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ LA,,,,,,,,,,,5,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
1,,,,"L, 26-17",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/16/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,@ PHI,,,,,,,,,,,3,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
0,,,,"W, 24-6",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/23/22,,1,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,vs DET,,,,,,,,,,,2,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
0,,,,"W, 49-29",,,,,,NFL,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,10/30/22,,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,vs CHI,,,,,,,,,,,0,,,,,,0.0,,0.00,DAL,,,,0,,,,,Anthony Brown,
